stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8340B330521,330521.0,Clongeen,,52.296741436183,-6.7698320886806,,,,
8340B3305401,330541.0,Coolseskin,,52.220743,-6.69449,,,,
8340B330561,330561.0,Coolseskin,,52.2219158404161,-6.7001958750335,,,,
8340B330591,330591.0,Milehouse Road,,52.510425789502,-6.5886747978316,,,,
8340B330601,330601.0,Montfield,,52.6703570043913,-6.27628920307447,,,,
8340B330611,330611.0,Ballynure,,52.5359489902536,-6.60949641273794,,,,
8340B330621,330621.0,Taghmon,,52.3229014450809,-6.65457765399446,,,,
8340B330631,330631.0,Montfield,,52.6703529194982,-6.27600841180485,,,,
8340B330641,330641.0,Courtown,,52.6449118174922,-6.23014693514187,,,,
8340B330661,330661.0,Ballynure,,52.5361209267652,-6.60959416840538,,,,
8340B3306701,330671.0,Courtown,,52.6440223755141,-6.22777401014847,,,,
8340B3306901,330691.0,Duncannon,,52.2205397034989,-6.93221871422272,,,,
8340B330701,330701.0,Parklands,,52.6252767705151,-6.23176657209032,,,,
8340B330721,330721.0,Foulksmills,,52.3142458186765,-6.75294896069686,,,,
8340B330731,330731.0,Foulksmills,,52.314219478796,-6.75300836949967,,,,
8340B330751,330751.0,Clongeen,,52.2972792490507,-6.76968523192355,,,,
8340B330771,330771.0,Ardamaine,,52.625281,-6.231765,,,,
8340B3307801,330781.0,Ballindaggin,,52.56849,-6.68139,,,,
8340B330791,330791.0,Ballindaggin,,52.5684961249698,-6.68085502943491,,,,
8340B330801,330801.0,Ballygarrett,,52.5740165197091,-6.22969870879814,,,,
8340B330821,330821.0,Carne,,52.1978346605992,-6.35780247110055,,,,
8340B3308601,330861.0,Ramsgrange,,52.245174364081,-6.9189163318248,,,,
8340B3308801,330881.0,Ballinaboola,,52.369538,-6.837964,,,,
8340B330891,330891.0,Ballygarrett,,52.5730780703628,-6.23006110922613,,,,
8340B330901,330901.0,Ballymacar,,52.38677216193,-6.90671917295148,,,,
8340B3309101,330911.0,Campile,,52.291687194615,-6.94217752613714,,,,
8340B330931,330931.0,Ballymacar,,52.3867842728324,-6.90705676547115,,,,
8340B330951,330951.0,Dorans Bridge,,52.574884831592,-6.72495488778176,,,,
8340B330981,330981.0,Ladys Island,,52.210284,-6.381137,,,,
8340B3310101,331011.0,Rathangan,,52.2309458524795,-6.61679285713891,,,,
8340B331041,331041.0,Camross Hall,,52.3623754277169,-6.70225899865992,,,,
8340B331051,331051.0,Broadway,,52.2191001111488,-6.38684691781376,,,,
8340B3310601,331061.0,Crossabeg,,52.3839928791552,-6.50085071166819,,,,
8340B331071,331071.0,Rathangan,,52.2310678826844,-6.61646698653292,,,,
8340B331101,331101.0,Kiltealy,,52.56549,-6.74529,,,,
8340B331111,331111.0,Kiltealy,,52.565595,-6.745377,,,,
8340B3311601,331161.0,Tenacre Cross,,52.2216386562379,-6.50947192380388,,,,
8340B3311701,331171.0,Ballycogley,,52.2434808072893,-6.48951225983737,,,,
8340B331181,331181.0,Bridgetown,,52.2304180247861,-6.55254093324593,,,,
8340B331191,331191.0,Bridgetown,,52.2304086800617,-6.55251195770464,,,,
8340B331211,331211.0,Dorans Bridge,,52.5748400610597,-6.72497094068878,,,,
8340B331231,331231.0,Killanne,,52.52216,-6.74459,,,,
8340B331251,331251.0,Kilmuckridge,,52.5140111366594,-6.28324030116453,,,,
8340B331271,331271.0,Ballymore,,52.2443760382982,-6.45313422590783,,,,
8340B331281,331281.0,Killanne,,52.52203,-6.74499,,,,
8340B3312901,331291.0,Kilmuckridge,,52.514061,-6.283281,,,,
8340B3313001,331301.0,Duncormick,,52.229486,-6.652306,,,,
8340B331321,331321.0,Dunmain,,52.3064022035077,-6.88074995573594,,,,
8340B331331,331331.0,Duncormick (Eastbound),,52.229611,-6.652627,,,,
8340B3314201,331421.0,Galbally,,52.3992391187217,-6.63988306249857,,,,
8340B3314801,331481.0,Killiane,,52.284297649954,-6.46412979151026,,,,
8340B331491,331491.0,Dunmain,,52.3063668120435,-6.88080950567286,,,,
8340B331501,331501.0,Galbally,,52.3990536538818,-6.63938912263151,,,,
8340B331521,331521.0,Broadway,,52.2190671705201,-6.38706765621004,,,,
8340B331551,331551.0,Ladys Island Chruch,,52.2104562466774,-6.38189203827182,,,,
8340B331561,331561.0,Carne,,52.1977517603325,-6.357659233618,,,,
8340B331591,331591.0,Kilrane,,52.2422284356617,-6.35674954744099,,,,
8340B3316001,331601.0,Tagoat,,52.2439302771769,-6.39154061345425,,,,
8340B3316101,331611.0,Piercestown Cross,,52.2891497162747,-6.4639619619712,,,,
8340B3316201,331621.0,Trinity Street,,52.3346707153443,-6.45562022380145,,,,
